item_id,description,normalized_description,service_name,mapping_method,mapping_confidence,top_score,score_gap
368,THER STD PAED INFUSION,ther standard paediatric infusion,Standard Paediatric Infusion Therapy,fuzzy_medium,0.89,93.022,18.0
369,EXTENDED - HM VST,extended home visit,Extended Vascular Home Visit,fuzzy_high,0.96,97.25,19.191
370,INTENSIVE  PAED INF THER,intensive paediatric infusion ther,Intensive Paediatric Infusion Therapy,fuzzy_high,0.96,95.775,18.632
371,POSTOP VASC TRANSP SVC /SA-5049,postoperative vascular transport service sa 5049,Postoperative Vascular Transport Service,fuzzy_high,0.96,97.25,28.909
372,FRACT  BEDSIDE OPHTH RADIOTHER,fract bedside ophthalmic radiotherapy,Bedside Ophthalmic Radiotherapy Fraction,fuzzy_medium,0.89,93.461,22.062
373,CARD SPCM ANLY INTERM,cardiac specimen analysis intermittent,Intermittent Cardiac Specimen Analysis,fuzzy_high,0.96,97.25,20.067
374,SVC FOC VASC TRANSF /SA-8656,service focused vascular transfusion sa 8656,Focused Vascular Transfusion Service,fuzzy_high,0.96,97.25,28.975
375,SUPV MSK DIAG IMG,supv musculoskeletal diagnostic imaging,Supervised Musculoskeletal Diagnostic Imaging,ai_candidate_selection,0.95,92.989,2.4
376,INFECT ISOL RM OCC ADV,infectious isolation room occupancy advanced,Advanced Infectious Isolation Room Occupancy,fuzzy_high,0.96,97.25,9.974
377,INTENS  - PALLIATIVE WD BD OCC /SA-6765,intensive palliative wd bd occupancy sa 6765,Intensive Palliative Ward Bed Occupancy,ai_candidate_selection,0.95,86.841,24.099
378,COMPR HAEM TRANSPORT SVC,comprehensive haematology transport service,Comprehensive Haematology Transport Service,exact,0.995,100.0,100.0
379,BEDS PHARM DISP,beds pharm dispensing,Bedside Pulmonary Pharmaceutical Dispensing,ai_candidate_selection,0.89,76.556,0.499
380,STD - TELEM MONIT /SA-8775,standard telem monitoring sa 8775,Standard Metabolic Telemetry Monitoring,ai_candidate_selection,0.78,72.938,16.91
381,PREOP VASC IMG INTERP,preoperative vascular imaging interp,Preoperative Vascular Imaging Interpretation,fuzzy_medium,0.89,90.0,29.241
382,INPT ISOL RM OCC,inpatient isolation room occupancy,Inpatient Paediatric Isolation Room Occupancy,fuzzy_high,0.96,97.25,16.767
383,SPCLST HEP NUTR SUPP,spclst hepatic nutritional support,,ai_unresolved,0.52,71.343,1.617
384,SESS  INTENS INFECT PHYSIO,session intensive infectious physiotherapy,Intensive Infectious Physiotherapy Session,fuzzy_high,0.96,97.25,25.213
385,PAEDIATRIC  INF THER,paediatric infusion ther,,ai_unresolved,0.52,89.267,0.0
386,AMB VASC INFUSION THER,ambulatory vascular infusion ther,Ambulatory Vascular Infusion Therapy,fuzzy_high,0.96,95.652,36.611
387,TRANSP EMERGENCY HAEM /SA-4837,transport emergency haematology sa 4837,Emergency Haematology Transport Service,ai_candidate_selection,0.95,86.136,18.061
388,SUPP AMB HAEM NUTR,support ambulatory haematology nutritional,Ambulatory Haematology Nutritional Support,fuzzy_high,0.96,97.25,33.924
389,SUPERVISED NEUROLOGICAL IMG INTERP /SA-6293,supervised neurological imaging interp sa 6293,Supervised Neurological Imaging Interpretation,ai_candidate_selection,0.95,84.783,12.872
390,DISP - BEDS PULM PHARM,dispensing beds pulmonary pharm,Bedside Pulmonary Pharmaceutical Dispensing,ai_candidate_selection,0.95,81.48,5.205
391,COMPR  HAEM SVC /SA-2722,comprehensive haematology service sa 2722,Comprehensive Haematology Transport Service,ai_candidate_selection,0.9,86.736,23.021
392,POSTOP VASCULAR TRANSPORT SVC,postoperative vascular transport service,Postoperative Vascular Transport Service,exact,0.995,100.0,100.0
393,OCC  - FOC PALL RECOV ROOM,occupancy focused palliative recovery room,Focused Palliative Recovery Room Occupancy,fuzzy_high,0.96,97.25,27.614
394,BEDS OBSTETRIC PHYSIO SESS /SA-6964,beds obstetric physiotherapy session sa 6964,Bedside Obstetric Physiotherapy Session,ai_candidate_selection,0.95,87.568,7.175
395,SUPV  HEP ENDOSC PROC,supv hepatic endoscopic procedure,Supervised Hepatic Endoscopic Procedure,fuzzy_medium,0.89,91.728,18.332
396,OCC STD NEUROLOGICAL ISOL ROOM /SA-6421,occupancy standard neurological isolation room sa 6421,Standard Neurological Isolation Room Occupancy,fuzzy_high,0.96,97.25,14.532
397,DERM SPCM ANLY ADV,dermatologic specimen analysis advanced,Advanced Dermatologic Specimen Analysis,fuzzy_high,0.96,97.25,12.468
398,OCC - PREOPERATIVE NEURO ISOL RM,occupancy preoperative neurological isolation room,Preoperative Neurological Isolation Room Occupancy,fuzzy_high,0.96,97.25,10.545
399,PAED INF THER STD,paediatric infusion ther standard,Standard Paediatric Infusion Therapy,fuzzy_medium,0.89,93.022,18.0
400,THER AMB VASC,ther ambulatory vascular,Ambulatory Vascular Infusion Therapy,ai_candidate_selection,0.74,86.792,13.297
401,INTERPRETATION SUPERVISED NEURO IMG,interpretation supervised neurological imaging,Supervised Neurological Imaging Interpretation,fuzzy_high,0.96,97.25,9.974
402,POSTOP THTR TM,postoperative thtr tm,,ai_unresolved,0.52,81.437,0.0
403,COMPREHENSIVE  HAEM TRANSP SVC /SA-3116,comprehensive haematology transport service sa 3116,Comprehensive Haematology Transport Service,fuzzy_high,0.96,97.25,14.301
404,PREOP - ORTHO VENT SUPP,preoperative orthopaedic ventilation support,Preoperative Orthopaedic Ventilation Support,exact,0.995,100.0,100.0
405,SESS ROUTINE GERIATRIC PHYSIO /SA-3246,session routine geriatric physiotherapy sa 3246,Routine Geriatric Physiotherapy Session,fuzzy_high,0.96,97.25,26.717
406,EXT VASC VST,extended vascular visit,Extended Vascular Home Visit,fuzzy_high,0.96,97.25,25.818
407,COMPR  HAEM TRANSP SVC,comprehensive haematology transport service,Comprehensive Haematology Transport Service,exact,0.995,100.0,100.0
408,PREOP NEURO ISOL RM OCC,preoperative neurological isolation room occupancy,Preoperative Neurological Isolation Room Occupancy,exact,0.995,100.0,100.0
409,RTN OPHTHALMIC LAB PNL,routine ophthalmic laboratory panel,Routine Ophthalmic Laboratory Panel,exact,0.995,100.0,100.0
410,POSTOP - NEURO PROG /SA-8363,postoperative neurological programme sa 8363,Postoperative Neurological Rehabilitation Programme,ai_candidate_selection,0.95,87.525,22.692
411,SESSION POSTOP CARD PHYSIO,session postoperative cardiac physiotherapy,Postoperative Cardiac Physiotherapy Session,fuzzy_high,0.96,97.25,16.767
412,INTERM  REHAB PROG,intermittent rehabilitation programme,Intermittent Otolaryngologic Rehabilitation Programme,fuzzy_high,0.96,97.25,19.935
413,EMER HAEM TRANSP SVC /SA-2115,emergency haematology transport service sa 2115,Emergency Haematology Transport Service,fuzzy_high,0.96,97.25,18.91
414,ASST INFECT TELEM MONIT /SA-9090,assisted infectious telem monitoring sa 9090,Assisted Infectious Telemetry Monitoring,ai_candidate_selection,0.95,85.714,28.967
415,SUPV METAB LAB PNL /SA-3376,supv metabolic laboratory panel sa 3376,Supervised Metabolic Laboratory Panel,ai_candidate_selection,0.95,82.011,17.146
416,SESS FOC CARD DIAL,session focused cardiac dialysis,Focused Cardiac Dialysis Session,fuzzy_high,0.96,97.25,35.176
417,SUPERVISED  METAB LAB PANEL /SA-4441,supervised metabolic laboratory panel sa 4441,Supervised Metabolic Laboratory Panel,fuzzy_high,0.96,97.25,31.89
418,SUPV RHEUM CRIT CR OCC /SA-8848,supv rheum critical cr occupancy sa 8848,Supervised Rheumatologic Critical Care Occupancy,ai_candidate_selection,0.95,73.75,20.876
419,ADV INFECT ISOL RM OCC,advanced infectious isolation room occupancy,Advanced Infectious Isolation Room Occupancy,exact,0.995,100.0,100.0
420,DIAGNOSTIC SUPV MSK /SA-5988,diagnostic supv musculoskeletal sa 5988,Supervised Musculoskeletal Diagnostic Imaging,ai_candidate_selection,0.95,77.8,0.0
421,ELECT CARD NURS OBS /SA-5886,elective cardiac nursing obs sa 5886,Elective Cardiac Nursing Observation,ai_candidate_selection,0.95,80.556,17.184
422,PREOP SPCM ANLY /SA-5067,preoperative specimen analysis sa 5067,Preoperative Cardiac Specimen Analysis,ai_candidate_selection,0.75,85.809,23.471
423,FOC  PULM PHARM DISP /SA-8680,focused pulmonary pharm dispensing sa 8680,Focused Pulmonary Pharmaceutical Dispensing,ai_candidate_selection,0.95,81.059,11.765
424,RTN  INFECT RM OCC /SA-3020,routine infectious room occupancy sa 3020,Routine Infectious Isolation Room Occupancy,ai_candidate_selection,0.95,86.736,13.062
425,PROG INTENS NEURO REHAB,programme intensive neurological rehabilitation,Intensive Neurological Rehabilitation Programme,fuzzy_high,0.96,97.25,11.577
426,COMPR ENT CS CONF,comprehensive otolaryngologic case conference conference,Comprehensive Otolaryngologic Case Conference,fuzzy_high,0.96,97.25,22.674
427,PAED INF THER INTENS,paediatric infusion ther intensive,Intensive Paediatric Infusion Therapy,fuzzy_medium,0.89,93.141,18.119
428,EMERGENCY PAED THTR TM /SA-2205,emergency paediatric thtr tm sa 2205,Emergency Paediatric Theatre Time,ai_candidate_selection,0.95,81.159,20.885
429,POSTOP - NEURO REHAB PROG,postoperative neurological rehabilitation programme,Postoperative Neurological Rehabilitation Programme,exact,0.995,100.0,100.0
430,ADV RHEUM ISOL RM OCCUPANCY,advanced rheum isolation room occupancy,Advanced Rheumatologic Isolation Room Occupancy,ai_candidate_selection,0.95,91.134,1.988
431,STD  - TELEM MONIT,standard telem monitoring,Standard Metabolic Telemetry Monitoring,ai_candidate_selection,0.87,85.889,11.171
432,INTERP  SUPV NEURO IMG /SA-3334,interp supv neurological imaging sa 3334,Supervised Neurological Imaging Interpretation,ai_candidate_selection,0.95,74.634,4.333
433,ADV - INFECT ISOL RM OCC /SA-7043,advanced infectious isolation room occupancy sa 7043,Advanced Infectious Isolation Room Occupancy,fuzzy_high,0.96,97.25,9.974
434,FOC  OPHTH LABORATORY PNL /SA-6975,focused ophthalmic laboratory panel sa 6975,Focused Ophthalmic Laboratory Panel,fuzzy_high,0.96,97.25,12.548
435,ADV RHEUM ISOLATION OCC,advanced rheum isolation occupancy,Advanced Rheumatologic Isolation Room Occupancy,ai_candidate_selection,0.95,87.839,0.0
436,ANLY ADV DERMATOLOGIC SPECIMEN /SA-3586,analysis advanced dermatologic specimen sa 3586,Advanced Dermatologic Specimen Analysis,fuzzy_high,0.96,97.25,12.685
437,PREOP - ORTHO VENT SUPP /SA-6661,preoperative orthopaedic ventilation support sa 6661,Preoperative Orthopaedic Ventilation Support,fuzzy_high,0.96,97.25,25.872
438,REHABILITATION INTERM ENT,rehabilitation intermittent otolaryngologic,Intermittent Otolaryngologic Rehabilitation Programme,fuzzy_high,0.96,97.25,17.318
439,FRACT EXT ORTHO RADIOTHER,fract extended orthopaedic radiotherapy,Extended Orthopaedic Radiotherapy Fraction,fuzzy_medium,0.89,93.648,22.249
440,POSTOP  CARD PHYSIO SESS /SA-4818,postoperative cardiac physiotherapy session sa 4818,Postoperative Cardiac Physiotherapy Session,fuzzy_high,0.96,97.25,21.461
441,THER  STANDARD INF,ther standard infusion,Standard Paediatric Infusion Therapy,ai_candidate_selection,0.75,86.256,10.199
442,SUPP EMER PULM VENT,support emergency pulmonary ventilation,Emergency Pulmonary Ventilation Support,fuzzy_high,0.96,97.25,30.059
443,IMG PREOP VASC,imaging preoperative vascular,Preoperative Vascular Imaging Interpretation,fuzzy_medium,0.89,92.025,18.659
444,SUPP  AMB HAEMATOLOGY,support ambulatory haematology,Ambulatory Haematology Nutritional Support,fuzzy_high,0.96,97.25,38.054
445,PROG  INTENS ENT REHAB,programme intensive otolaryngologic rehabilitation,Intensive Otolaryngologic Rehabilitation Programme,fuzzy_high,0.96,97.25,8.498
446,INPT PAED ISOL ROOM OCC,inpatient paediatric isolation room occupancy,Inpatient Paediatric Isolation Room Occupancy,exact,0.995,100.0,100.0
447,FOCUSED OPHTH LAB PNL /SA-1953,focused ophthalmic laboratory panel sa 1953,Focused Ophthalmic Laboratory Panel,fuzzy_high,0.96,97.25,12.548
448,PROC ASST GASTROINTESTINAL,procedure assisted gastrointestinal,Assisted Gastrointestinal Biopsy Procedure,fuzzy_high,0.96,97.25,14.348
449,SVC FOC VASC TRANSF /SA-2946,service focused vascular transfusion sa 2946,Focused Vascular Transfusion Service,fuzzy_high,0.96,97.25,28.975
450,PREOPERATIVE OBST HM VST,preoperative obst home visit,Preoperative Obstetric Home Visit,fuzzy_medium,0.89,91.803,16.028
451,ANALYSIS EXT DERM SPCM,analysis extended dermatologic specimen,Extended Dermatologic Specimen Analysis,fuzzy_high,0.96,97.25,12.468
452,PROC HEP ENDOSC,procedure hepatic endoscopic,Supervised Hepatic Endoscopic Procedure,fuzzy_high,0.96,97.25,12.725
453,INTERM - CARD SPCM ANLY,intermittent cardiac specimen analysis,Intermittent Cardiac Specimen Analysis,exact,0.995,100.0,100.0
454,ELECT  CARD NURS OBSERVATION /SA-6459,elective cardiac nursing observation sa 6459,Elective Cardiac Nursing Observation,fuzzy_high,0.96,97.25,33.194
455,THER  - STD PAEDIATRIC INF /SA-9454,ther standard paediatric infusion sa 9454,Standard Paediatric Infusion Therapy,ai_candidate_selection,0.95,85.094,17.767
456,MSK RECOVERY RM OCC,musculoskeletal recovery room occupancy,Standard Musculoskeletal Recovery Room Occupancy,fuzzy_high,0.96,97.25,23.122
457,INTENS PAED INF THER /SA-4770,intensive paediatric infusion ther sa 4770,Intensive Paediatric Infusion Therapy,ai_candidate_selection,0.95,88.28,16.485
458,SUPV HEP ENDOSC,supv hepatic endoscopic,Supervised Hepatic Endoscopic Procedure,ai_candidate_selection,0.95,86.537,12.239
459,PREOP OBST PHYSIO SESS /SA-6179,preoperative obst physiotherapy session sa 6179,Preoperative Obstetric Physiotherapy Session,ai_candidate_selection,0.95,86.374,10.735
460,OCC SUPV RHEUM CRIT CR,occupancy supv rheum critical cr,Supervised Rheumatologic Critical Care Occupancy,ai_candidate_selection,0.95,83.025,12.951
461,MONITORING ASST INFECT TELEMETRY,monitoring assisted infectious telemetry,Assisted Infectious Telemetry Monitoring,fuzzy_high,0.96,97.25,31.318
462,CONT REN VENT SUPP /SA-2853,continuous renal ventilation support sa 2853,Continuous Renal Ventilation Support,fuzzy_high,0.96,97.25,33.534
463,OCC STD MSK RECOV RM,occupancy standard musculoskeletal recovery room,Standard Musculoskeletal Recovery Room Occupancy,fuzzy_high,0.96,97.25,28.427
464,ANLY - DERM SPCM,analysis dermatologic specimen,,ai_unresolved,0.52,97.25,0.0
465,PAED  INF THER,paediatric infusion ther,,ai_unresolved,0.52,89.267,0.0
466,OCC  PREOP NEUROLOGICAL ISOL RM /SA-3078,occupancy preoperative neurological isolation room sa 3078,Preoperative Neurological Isolation Room Occupancy,fuzzy_high,0.96,97.25,10.545
467,EXT VASC HM,extended vascular home,Extended Vascular Home Visit,fuzzy_high,0.96,97.25,26.225
468,EMER REN INF THER,emergency renal infusion ther,Emergency Renal Infusion Therapy,fuzzy_high,0.96,95.082,35.236
469,PREOP NEURO ISOL RM,preoperative neurological isolation room,Preoperative Neurological Isolation Room Occupancy,fuzzy_high,0.96,97.25,18.869
470,EXT RADIOTHER FRACT,extended radiotherapy fract,Extended Orthopaedic Radiotherapy Fraction,ai_candidate_selection,0.91,86.4,18.804
471,ELECT CARD NURS OBS,elective cardiac nursing obs,Elective Cardiac Nursing Observation,fuzzy_medium,0.89,89.769,19.042
472,SPCM  - INTERM CARD /SA-3094,specimen intermittent cardiac sa 3094,Intermittent Cardiac Specimen Analysis,ai_candidate_selection,0.95,85.462,26.745
473,OCC PREOPERATIVE NEURO ISOL RM,occupancy preoperative neurological isolation room,Preoperative Neurological Isolation Room Occupancy,fuzzy_high,0.96,97.25,10.545
474,ADV DERM ANLY,advanced dermatologic analysis,Advanced Dermatologic Specimen Analysis,fuzzy_high,0.96,97.25,17.162
475,OCC ADV INFECT ISOL ROOM /SA-3253,occupancy advanced infectious isolation room sa 3253,Advanced Infectious Isolation Room Occupancy,fuzzy_high,0.96,97.25,9.974
476,PAED THEATRE TM /SA-1156,paediatric theatre tm sa 1156,,ai_unresolved,0.52,74.489,0.0
477,COMPR ENT CS CONF /SA-8008,comprehensive otolaryngologic case conference conference sa 8008,Comprehensive Otolaryngologic Case Conference,fuzzy_high,0.96,97.25,22.674
478,INPT PAED ISOL RM OCC,inpatient paediatric isolation room occupancy,Inpatient Paediatric Isolation Room Occupancy,exact,0.995,100.0,100.0
479,PREOP CARD SPECIMEN ANLY /SA-9557,preoperative cardiac specimen analysis sa 9557,Preoperative Cardiac Specimen Analysis,fuzzy_high,0.96,97.25,20.067
480,PROC  SUPV HAEM BIOP /SA-6944,procedure supv haematology biopsy sa 6944,Supervised Haematology Biopsy Procedure,ai_candidate_selection,0.95,81.284,0.0
481,FOC OPHTH LAB PNL /SA-4929,focused ophthalmic laboratory panel sa 4929,Focused Ophthalmic Laboratory Panel,fuzzy_high,0.96,97.25,12.548
482,ADV RHEUM RM OCCUPANCY,advanced rheum room occupancy,Advanced Rheumatologic Isolation Room Occupancy,ai_candidate_selection,0.86,86.833,0.0
483,POSTOP NEURO REHABILITATION PROG,postoperative neurological rehabilitation programme,Postoperative Neurological Rehabilitation Programme,exact,0.995,100.0,100.0
484,ONC WD BD OCC /SA-5889,oncology wd bd occupancy sa 5889,,ai_unresolved,0.52,68.4,0.0
485,PROCEDURE SUPV HEP ENDOSC,procedure supv hepatic endoscopic,Supervised Hepatic Endoscopic Procedure,fuzzy_medium,0.89,89.279,15.882
486,METAB LAB PANEL,metabolic laboratory panel,Supervised Metabolic Laboratory Panel,fuzzy_high,0.96,97.25,15.939
487,INTERMITTENT PSYCH LAB,intermittent psychiatric laboratory,Intermittent Psychiatric Laboratory Panel,fuzzy_high,0.96,97.25,24.657
488,OBST PHYSIO SESS PREOP,obst physiotherapy session preoperative,Preoperative Obstetric Physiotherapy Session,fuzzy_medium,0.89,91.392,10.745
489,EMER - PAED THTR TM /SA-9306,emergency paediatric thtr tm sa 9306,Emergency Paediatric Theatre Time,ai_candidate_selection,0.95,81.159,20.885
490,INTENS - ENT REHAB PROG /SA-6734,intensive otolaryngologic rehabilitation programme sa 6734,Intensive Otolaryngologic Rehabilitation Programme,fuzzy_high,0.96,97.25,11.964
491,PREOP  OBST PHYSIO SESS /SA-5105,preoperative obst physiotherapy session sa 5105,Preoperative Obstetric Physiotherapy Session,ai_candidate_selection,0.95,86.374,10.735
492,CARD  NURS OBS,cardiac nursing obs,Elective Cardiac Nursing Observation,fuzzy_medium,0.89,89.206,17.95
493,AMBULATORY - OPHTH VENTILATION SUPP,ambulatory ophthalmic ventilation support,,ai_unresolved,0.52,72.289,4.789
494,POSTOP NEURO REHAB PROG /SA-1572,postoperative neurological rehabilitation programme sa 1572,Postoperative Neurological Rehabilitation Programme,fuzzy_high,0.96,97.25,11.577
495,FOC  VASC PHARM DISP /SA-5164,focused vascular pharm dispensing sa 5164,,ai_unresolved,0.52,70.119,8.141
496,RTN INFECT RM OCC,routine infectious room occupancy,Routine Infectious Isolation Room Occupancy,fuzzy_high,0.96,97.25,13.414
497,EMER MSK PROG /SA-4534,emergency musculoskeletal programme sa 4534,,ai_unresolved,0.52,59.846,6.551
498,ROUTINE HEP CS CONF,routine hepatic case conference conference,,ai_unresolved,0.52,68.823,5.399
499,STD ENT ANAES ADMIN /SA-3414,standard otolaryngologic anaes administration sa 3414,,ai_unresolved,0.52,60.0,0.385
500,STD  GI TELEM MONIT,standard gastrointestinal telem monitoring,,ai_unresolved,0.52,74.074,10.659
501,SUPV OPHTH IMG,supv ophthalmic imaging,,ai_unresolved,0.52,74.298,0.0
502,IMG CONT CARD DIAG /SA-4810,imaging continuous cardiac diagnostic sa 4810,,ai_unresolved,0.52,59.676,4.105
503,PLNG  BEDS GERIATRIC DISCH,planning beds geriatric disch,,ai_unresolved,0.52,73.782,25.157
504,AMB - PALL DIAGNOSTIC IMG /SA-7135,ambulatory palliative diagnostic imaging sa 7135,,ai_unresolved,0.52,58.132,1.664
505,INTENS  - METAB RECOV RM OCC,intensive metabolic recovery room occupancy,,ai_unresolved,0.52,80.46,3.187
